Abstract,Author Keywords
"The current population worldwide extensively uses social media to share thoughts, societal issues, and personal concerns. Social media can be viewed as an intelligent platform that can be augmented with a capability to analyze and predict various issues such as business needs, environmental needs, election trends (polls), governmental needs, etc. This has motivated us to initiate a comprehensive search of the COVID-19 pandemic-related views and opinions amongst the population on Twitter. The basic training data have been collected from Twitter posts. On this basis, we have developed research involving ensemble deep learning techniques to reach a better prediction of the future evolutions of views in Twitter when compared to previous works that do the same. First, feature extraction is performed through an N-gram stacked autoencoder supervised learning algorithm. The extracted features are then involved in a classification and prediction involving an ensemble fusion scheme of selected ma-chine learning techniques such as decision tree (DT), support vector machine (SVM), random forest (RF), and K-nearest neighbour (KNN). all individual results are combined/fused for a better prediction by using both mean and mode techniques. Our proposed scheme of an N-gram stacked encoder integrated in an ensemble machine learning scheme outperforms all the other existing competing techniques such unigram autoencoder, bigram autoencoder, etc. Our experimental results have been obtained from a comprehensive evaluation involving a dataset extracted from open-source data available from Twitter that were filtered by using the keywords “covid”, “covid19”, “coronavirus”, “covid-19”, “sarscov2”, and “covid_19”. © 2021 by the author. Licensee MDPI, Basel, Switzerland.",COVID-19; Data prediction; Ensemble machine learning; N-gram feature extraction; Twitter data
"Background: To classify chest computed tomography (CT) images as positive or negative for coronavirus disease 2019 (COVID-19) quickly and accurately, researchers attempted to develop effective models by using medical images. Results: A convolutional neural network (CNN) ensemble model was developed for classifying chest CT images as positive or negative for COVID-19. To classify chest CT images acquired from COVID-19 patients, the proposed COVID19-CNN ensemble model combines the use of multiple trained CNN models with a majority voting strategy. The CNN models were trained to classify chest CT images by transfer learning from well-known pre-trained CNN models and by applying their algorithm hyperparameters as appropriate. The combination of algorithm hyperparameters for a pre-trained CNN model was determined by uniform experimental design. The chest CT images (405 from COVID-19 patients and 397 from healthy patients) used for training and performance testing of the COVID19-CNN ensemble model were obtained from an earlier study by Hu in 2020. Experiments showed that, the COVID19-CNN ensemble model achieved 96.7% accuracy in classifying CT images as COVID-19 positive or negative, which was superior to the accuracies obtained by the individual trained CNN models. Other performance measures (i.e., precision, recall, specificity, and F1-score) obtained bythe COVID19-CNN ensemble model were higher than those obtained by individual trained CNN models. Conclusions: The COVID19-CNN ensemble model had superior accuracy and excellent capability in classifying chest CT images as COVID-19 positive or negative. © 2021, The Author(s).",Algorithm hyperparameter; Chest computed tomography image; Convolutional neural network; COVID-19; Ensemble model
"The primary factor that contributes to the transmission of COVID-19 infection is human mobility. Positive instances added on a daily basis have a substantial positive association with the pace of human mobility, and the reverse is true. Thus, having the ability to predict human mobility trend during a pandemic is critical for policymakers to help in decreasing the rate of transmission in the future. In this regard, one approach that is commonly used for time-series data prediction is to build an ensemble with the aim of getting the best performance. However, building an ensemble often causes the performance of the model to decrease, due to the increasing number of parameters that are not being optimized properly. Consequently, the purpose of this study is to develop and evaluate a deep learning ensemble model, which is optimized using a genetic algorithm (GA) that incorporates a convolutional neural network (CNN) and a long short-term memory (LSTM). A CNN is used to conduct feature extraction from mobility time-series data, while an LSTM is used to do mobility prediction. The parameters of both layers are adjusted using GA. As a result of the experiments conducted with data from the Google Community Mobility Reports in Indonesia that ranges from the beginning of February 2020 to the end of December 2020, the GA-Optimized Multivariate CNN-LSTM ensemble outperforms stand-alone CNN and LSTM models, as well as the non-optimized CNN-LSTM model, in terms of predicting human movement in the future. This may be useful in assisting policymakers in anticipating future human mobility trends. © 2021 by the authors. Licensee ESJ, Italy.",Convolutional neural network; COVID-19; Deep learning ensemble; Genetic algorithm; Long short-term memory; Mobility prediction
"Asymptomatic COVID-19 has become one of the biggest challenges for controlling the spread of the SARS-CoV-2. Diagnosis of asymptomatic COVID-19 mainly depends on quantitative reverse transcription PCR (qRT-PCR), which is typically time-consuming and requires expensive reagents. The application is limited in countries that lack sufficient resources to handle large-scale assay during the COVID-19 outbreak. Here, we demonstrated a new approach to detect the asymptomatic SARS-CoV-2 infection using serum metabolic patterns combined with ensemble learning. The direct patterns of metabolites and lipids were extracted by matrix-assisted laser desorption/ionization mass spectrometry (MALDI-MS) within 1 s with simple sample preparation. A new ensemble learning model was developed using stacking strategy with a new voting algorithm. This approach was validated in a large cohort of 274 samples (92 asymptomatic COVID-19 and 182 healthy control), and provided the high accuracy of 93.4%, with only 5% false negative and 7% false positive rates. We also identified a biomarker panel of ten metabolites and lipids, as well as the altered metabolic pathways during asymptomatic SARS-CoV-2 Infection. The proposed rapid and low-cost approach holds promise to apply in the large-scale asymptomatic COVID-19 screening. © Copyright © 2021 Wan, Chen, Zhang, Yuan, Wang, Hao, Nie, Wu and Chen.",COVID-19; diagnosis; machine learning; MALDI-MS; metabolism
"Asymptomatic infection is a big challenge in curbing the spread of COVID-19. However, its identification and pathogenesis elucidation remain issues. Here, by performing comprehensive lipidomic characterization of serum samples from 89 asymptomatic COVID-19 patients and 178 healthy controls, we screened out a panel of 15 key lipids that could accurately identify asymptomatic patients using a new ensemble learning model based on stacking strategy with a voting algorithm. This strategy provided a high accuracy of 96.0% with only 3.6% false positive rate and 4.8% false negative rate. More importantly, the unique lipid metabolic dysregulation was revealed, especially the enhanced synthesis of membrane phospholipids, altered sphingolipids homeostasis, and differential fatty acids metabolic pattern, implicating the specific host immune, inflammatory, and antiviral responses in asymptomatic COVID-19. This study provides a potential prediagnostic method for asymptomatic COVID-19 and molecular clues for the pathogenesis and therapy of this disease. © 2021 The Authors",biological sciences; immunology; lipidomics
"The water supply in megacities can be affected by the living habits and population mobility, so the fluctuation degree of daily water supply data is acute, which presents a great challenge to the water demand prediction. This is because that non-stationarity of daily data can have a large influence on the generalization ability of models. In this study, the Hodrick-Prescott (HP) and wavelet transform (WT) methods were used to carry out decomposition of daily data to solve the non-stationarity problem. The bidirectional long short term memory (BLSTM), seasonal autoregressive integrated moving average (SARIMA) and Gaussian radial basis function neural network (GRBFNN) were developed to carry out prediction of different subseries. The ensemble learning was introduced to improve the generalization ability of models, and prediction interval was generated based on student's t-test to cope with the variation of water supply laws. This study method was applied to the daily water demand prediction in Shenzhen and cross-validation was performed. The results show that WT is superior to HP decomposition method, but maximum decomposition level of WT should not be set too high, otherwise the trend characteristics of subseries will be weakened. Although the corona virus disease 2019 (COVID-19) outbreak caused a variation in water supply laws, this variation is still within the prediction interval. The WT and coupling models accurately predict water demand and provide the optimal mean square error (0.17%), Nash-Sutcliffe efficiency (97.21%), mean relative error (0.1), mean absolute error (3.32%), and correlation coefficient (0.99). © 2021, The Author(s).",BLSTM; GRBFNN; Prediction interval; SARIMA; Water demand prediction; Wavelet transform
"Background: Time-series forecasting has a critical role during pandemics as it provides essential information that can lead to abstaining from the spread of the disease. The novel coronavirus disease, COVID-19, is spreading rapidly all over the world. The countries with dense populations, in particular, such as India, await imminent risk in tackling the epidemic. Different forecasting models are being used to predict future cases of COVID-19. The predicament for most of them is that they are not able to capture both the linear and nonlinear features of the data solely. Methods: We propose an ensemble model integrating an autoregressive integrated moving average model (ARIMA) and a nonlinear autoregressive neural network (NAR). ARIMA models are used to extract the linear correlations and the NAR neural network for modeling the residuals of ARIMA containing nonlinear components of the data. Comparison: Single ARIMA model, ARIMA-NAR model and few other existing models which have been applied on the COVID-19 data in different countries are compared based on performance evaluation parameters. Result: The hybrid combination displayed significant reduction in RMSE (16.23%), MAE (37.89%) and MAPE (39.53%) values when compared with single ARIMA model for daily observed cases. Similar results with reduced error percentages were found for daily reported deaths and cases of recovery as well. RMSE value of our hybrid model was lesser in comparison to other models used for forecasting COVID-19 in different countries. Conclusion: Results suggested the effectiveness of the new hybrid model over a single ARIMA model in capturing the linear as well as nonlinear patterns of the COVID-19 data. © 2021 Elsevier Inc.",ARIMA; COVID-19; Forecasting; Hybrid model; NAR
"Effective screening of COVID-19 cases has been becoming extremely important to mitigate and stop the quick spread of the disease during the current period of COVID-19 pandemic worldwide. In this article, we consider radiology examination of using chest X-ray images, which is among the effective screening approaches for COVID-19 case detection. Given deep learning is an effective tool and framework for image analysis, there have been lots of studies for COVID-19 case detection by training deep learning models with X-ray images. Although some of them report good prediction results, their proposed deep learning models might suffer from overfitting, high variance, and generalization errors caused by noise and a limited number of datasets. Considering ensemble learning can overcome the shortcomings of deep learning by making predictions with multiple models instead of a single model, we propose EDL-COVID, an ensemble deep learning model employing deep learning and ensemble learning. The EDL-COVID model is generated by combining multiple snapshot models of COVID-Net, which has pioneered in an open-sourced COVID-19 case detection method with deep neural network processed chest X-ray images, by employing a proposed weighted averaging ensembling method that is aware of different sensitivities of deep learning models on different classes types. Experimental results show that EDL-COVID offers promising results for COVID-19 case detection with an accuracy of 95%, better than COVID-Net of 93.3%. © 2005-2012 IEEE.",chest X-ray images; Covid-19; deep learning; EDL-COVID; ensemble learning
"One of the most symptomatic diseases is COVID-19. Early and precise physiological measurement-based prediction of breathing will minimize the risk of COVID-19 by a reasonable distance from anyone; wearing a mask, cleanliness, medication, balanced diet, and if not well stay safe at home. To evaluate the collected datasets of COVID-19 prediction, five machine learning classifiers were used: Nave Bayes, Support Vector Machine (SVM), Logistic Regression, K-Nearest Neighbour (KNN), and Decision Tree. COVID-19 datasets from the Repository were combined and re-examined to remove incomplete entries, and a total of 2500 cases were utilized in this study. Features of fever, body pain, runny nose, difficulty in breathing, shore throat, and nasal congestion, are considered to be the most important differences between patients who have COVID-19s and those who do not. We exhibit the prediction functionality of five machine learning classifiers. A publicly available data set was used to train and assess the model. With an overall accuracy of 99.88 percent, the ensemble model is performed commendably. When compared to the existing methods and studies, the proposed model is performed better. As a result, the model presented is trustworthy and can be used to screen COVID-19 patients timely, efficiently. © 2021 Penerbit Universiti Kebangsaan Malaysia. All rights reserved.",Classifier; COVID-19; Machine learning; Prediction; Supervised learning
"Background: Discover possible Drug Target Interactions (DTIs) is a decisive step in the detection of the effects of drugs as well as drug repositioning. There is a strong incentive to develop effective computational methods that can effectively predict potential DTIs, as traditional DTI laboratory experiments are expensive, time-consuming, and labor-intensive. Some technologies have been developed for this purpose, however large numbers of interactions have not yet been detected, the accuracy of their prediction still low, and protein sequences and structured data are rarely used together in the prediction process. Methods: This paper presents DTIs prediction model that takes advantage of the special capacity of the structured form of proteins and drugs. Our model obtains features from protein amino-acid sequences using physical and chemical properties, and from drugs smiles (Simplified Molecular Input Line Entry System) strings using encoding techniques. Comparing the proposed model with different existing methods under K-fold cross validation, empirical results show that our model based on ensemble learning algorithms for DTI prediction provide more accurate results from both structures and features data. Results: The proposed model is applied on two datasets:Benchmark (feature only) datasets and DrugBank (Structure data) datasets. Experimental results obtained by Light-Boost and ExtraTree using structures and feature data results in 98 % accuracy and 0.97 f-score comparing to 94 % and 0.92 achieved by the existing methods. Moreover, our model can successfully predict more yet undiscovered interactions, and hence can be used as a practical tool to drug repositioning. A case study of applying our prediction model on the proteins that are known to be affected by Corona viruses in order to predict the possible interactions among these proteins and existing drugs is performed. Also, our model is applied on Covid-19 related drugs announced on DrugBank. The results show that some drugs like DB00691 and DB05203 are predicted with 100 % accuracy to interact with ACE2 protein. This protein is a self-membrane protein that enables Covid-19 infection. Hence, our model can be used as an effective tool in drug reposition to predict possible drug treatments for Covid-19. © 2021 Elsevier Ltd",Covid-19; Deep-learning; Drug-target interactions; Drugs; Machine learning; Prediction; Proteins
"On 11 March 2020, the (WHO) World Health Organization declared COVID-19 (CoronaVirus Disease 2019) as a pandemic. A further crisis has manifested mass fear and panic, driven by lack of information, or sometimes outright misinformation, alongside the coronavirus pandemic. Twitter is one of the prominent and trusted social media in this current outbreak. Over time, boundless COVID-19 headlines and vast awareness have been spreading, with tweets, updates, videos, and explosive posts. Few studies have been performed on the pandemic to detect and interrelate various disease types, including current coronavirus. However, it is pretty tricky to discriminate and detect a specific category. This work is motivated by the need to inform society about limiting irrelevant information and avoiding spreading negative emotions. In this context, the current work focuses on informative tweet detection in the pandemic to provide relevant information to the government, medical organizations, victims services, etc. This paper used a Majority Voting technique-based Ensemble Deep Learning (MVEDL) model. This MVEDL model is used to identify COVID-19 related (INFORMATIVE) tweets. The state-of-art deep learning models RoBERTa, BERTweet, and CT-BERT are used for best performance with the MVEDL model. The “COVID-19 English labeled tweets” dataset is used for training and testing the MVEDL model. The MVEDL model has shown 91.75 percent accuracy, 91.14 percent F1-score and outperforms the traditional machine learning and deep learning models. We also investigate how to use the MVEDL model for sentiment analysis on 226668 unlabeled COVID-19 tweets and their informative tweets. The application section discussed a comprehensive analysis of both actual and informative tweets. According to our knowledge, this is the first work on COVID-19 sentiment analysis using a deep learning ensemble model. © 2021 Elsevier B.V.",BERTweet; COVID-19; CT-BERT; Deep learning; Health emergency; Informative tweets; Majority voting; RoBERTa; Sentiment analysis
"The pandemic of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) is spreading all over the world. Medical health care systems are in urgent need to diagnose this pandemic with the support of new emerging technologies like artificial intelligence (AI), internet of things (IoT) and Big Data System. In this dichotomy study, we divide our research in two ways—firstly, the review of literature is carried out on databases of Elsevier, Google Scholar, Scopus, PubMed and Wiley Online using keywords Coronavirus, Covid-19, artificial intelligence on Covid-19, Coronavirus 2019 and collected the latest information about Covid-19. Possible applications are identified from the same to enhance the future research. We have found various databases, websites and dashboards working on real time extraction of Covid-19 data. This will be conducive for future research to easily locate the available information. Secondly, we designed a nested ensemble model using deep learning methods based on long short term memory (LSTM). Proposed Deep-LSTM ensemble model is evaluated on intensive care Covid-19 confirmed and death cases of India with different classification metrics such as accuracy, precision, recall, f-measure and mean absolute percentage error. Medical healthcare facilities are boosted with the intervention of AI as it can mimic human intelligence. Contactless treatment is possible only with the help of AI assisted automated health care systems. Furthermore, remote location self treatment is one of the key benefits provided by AI based systems. © 2021, Bharati Vidyapeeth's Institute of Computer Applications and Management.",Artificial intelligence; Covid-19; Deep learning; LSTM; Nested ensemble
"Because of the catastrophic outbreak of global coronavirus disease 2019 (COVID-19) and its strong infectivity and possible persistence, computational repurposing of existing approved drugs will be a promising strategy that facilitates rapid clinical treatment decisions and provides reasonable justification for subsequent clinical trials and regulatory reviews. Since the effects of a small number of conditionally marketed vaccines need further clinical observation, there is still an urgent need to quickly and effectively repurpose potentially available drugs before the next disease peak. In this work, we have manually collected a set of experimentally confirmed virus-drug associations through the publicly published database and literature, consisting of 175 drugs and 95 viruses, as well as 933 virus-drug associations. Then, because the samples are extremely sparse and unbalanced, negative samples cannot be easily obtained. We have developed an ensemble model, EMC-Voting, based on matrix completion and weighted soft voting, a semi-supervised machine learning model for computational drug repurposing. Finally, we have evaluated the prediction performance of EMC-Voting by fivefold crossing-validation and compared it with other baseline classifiers and prediction models. The case study for the virus SARS-COV-2 included in the dataset demonstrates that our model achieves the outperforming AUPR value of 0.934 in virus-drug association’s prediction. © Copyright © 2021 Li, Wang and Xu.",computational drug repurposing; matrix completion; SARS-CoV-2; virus-drug association prediction; weighted voting ensemble model
"COVID-19 is a deadly disease, and should be efficiently detected. COVID-19 shares similar symptoms with pneumonia, another type of lung disease, which remains a cause of morbidity and mortality. This article aims to demonstrate an ensemble deep learning approach that can differentiate COVID-19 and pneumonia based on chest X-ray images. The original X-ray images were processed to produce two sets of images with different features. The first set was images enhanced with contrast limited adaptive histogram equalization. The second set was edge images produced by contrast-enhanced canny edge detection. Convolutional neural networks were used to extract features from the images and train classifiers, which were able to classify COVID-19, pneumonia, and healthy lungs cases. Results show that the classifiers were able to differentiate X-rays of different classes, where the best performing ensemble achieved an overall accuracy of 97.90%, with a sensitivity of 99.47%, and specificity of 98.94% for COVID-19 detection. © 1999-2012 IEEE.",
"Online education becomes increasingly important since traditional learning is shocked heavily by COVID-19. To better develop personalized learning plans for students, it is necessary to build a model that can automatically evaluate students' performance in online education. For this purpose, in this study we propose an ensemble learning method named light gradient boosting channel attention network (LGBCAN), which is based on label distribution estimation. First, the light gradient boosting machine (LightGBM) is used to predict the performance in online learning tasks. Then The Channel Attention Network (CAN) model further improves the function of LightGBM by focusing on better results in the K-fold CrossEntropy of LightGBM. The results are converted into predicted classes through post-processing methods named approximation of label distribution to complete the classification task. The experiments are employed on two datasets, data science bowl (DSB) and answer correctness prediction (ACP). The experimental results in both datasets suggest that our model has better robustness and generalization ability. © 2021 by the authors. Licensee Agora University, Oradea, Romania. All Rights Reserved.",channel attention network; CrossEntropy; ensemble learning; label distribution approximation; light gradient boosting machine
"Background: The ongoing fight with Novel Corona Virus, getting quick treatment, and rapid diagnosis reports have become an act of high priority. With millions getting infected daily and a fatality rate of 2%, we made it our motive to contribute a little to solve this real-world problem by accomplishing a significant and substantial method for diagnosing COVID-19 patients. Aim: The Exponential growth of COVID-19 cases worldwide has severely affected the health care system of highly populated countries due to proportionally a smaller number of medical practitioners, testing kits, and other resources, thus becoming essential to identify the infected people. Catering to the above problems, the purpose of this paper is to formulate an accurate, efficient, and time-saving method for detecting positive corona patients. Method: In this paper, an Ensemble Deep Convolution Neural Network model “CoVNet-19” is being proposed that can unveil important diagnostic characteristics to find COVID-19 infected patients using X-ray images chest and help radiologists and medical experts to fight this pandemic. Results: The experimental results clearly show that the overall classification accuracy obtained with the proposed approach for three-class classification among COVID-19, Pneumonia, and Normal is 98.28%, along with an average precision and Recall of 98.33% and 98.33%, respectively. Besides this, for binary classification between Non-COVID and COVID Chest X-ray images, an overall accuracy of 99.71% was obtained. Conclusion: Having a high diagnostic accuracy, our proposed ensemble Deep Learning classification model can be a productive and substantial contribution to detecting COVID-19 infected patients. © 2021 Elsevier B.V.",Convolution Neural Networks; Coronavirus; Deep Learning; Ensemble Learning; Radiography; Transfer learning
"The COVID-19 lockdown measures gradually implemented in Lombardy (northern Italy) from 23 February 2020 led to a downturn in several economic sectors with possible impacts on air quality. Several communications claimed in the first weeks of March 2020 that the mitigation in air pollution observed at that time was actually related to these lockdown measures without considering that seasonal variations in emissions and meteorology also influence air quality. To determine the specific impact of lockdown measures on air quality in northern Italy, we compared observations from the European Commission Atmospheric Observatory of Ispra (regional background) and from the regional environmental protection agency (ARPA) air monitoring stations in the Milan conurbation (urban background) with expected values for these observations using two different approaches. On the one hand, intensive aerosol variables determined from specific aerosol characterisation observations performed in Ispra were compared to their 3-year averages. On the other hand, ground-level measured concentrations of atmospheric pollutants (NOspan classCombining double low line""inline-formula""2/span, PMspan classCombining double low line""inline-formula""10/span, Ospan classCombining double low line""inline-formula""3/span, NO, SOspan classCombining double low line""inline-formula""2/span) were compared to expected concentrations derived from the Copernicus Atmosphere Monitoring Service Regional (CAMS) ensemble model forecasts, which did not account for lockdown measures. From these comparisons, we show that NOspan classCombining double low line""inline-formula""2/span concentrations decreased as a consequence of the lockdown by span classCombining double low line""inline-formula""-30/span % and span classCombining double low line""inline-formula""-40/span % on average at the urban and regional background sites, respectively. Unlike NOspan classCombining double low line""inline-formula""2/span, PMspan classCombining double low line""inline-formula""10/span concentrations were not significantly affected by lockdown measures. This could be due to any decreases in PMspan classCombining double low line""inline-formula""10/span (and PMspan classCombining double low line""inline-formula""10/span precursors) emissions from traffic being compensated for by increases in emissions from domestic heating and/or from changes in the secondary aerosol formation regime resulting from the lockdown measures. The implementation of the lockdown measures also led to an increase in the highest Ospan classCombining double low line""inline-formula""3/span concentrations at both the urban and regional background sites resulting from reduced titration of Ospan classCombining double low line""inline-formula""3/span by NO. The relaxation of the lockdown measures beginning in May resulted in close-To-expected NOspan classCombining double low line""inline-formula""2/span concentrations in the urban background and to significant increases in PMspan classCombining double low line""inline-formula""10/span in comparison to expected concentrations at both regional and urban background sites./p. © 2021 Copernicus GmbH. All rights reserved.",
"Background: The emergence of SARS-CoV-2 in late 2019 and its subsequent spread worldwide continues to be a global health crisis. Many governments consider contact tracing of citizens through apps installed on mobile phones as a key mechanism to contain the spread of SARS-CoV-2. Objective: In this study, we sought to explore the suitability of artificial intelligence (AI)-enabled social media analyses using Facebook and Twitter to understand public perceptions of COVID-19 contact tracing apps in the United Kingdom. Methods: We extracted and analyzed over 10,000 relevant social media posts across an 8-month period, from March 1 to October 31, 2020. We used an initial filter with COVID-19-related keywords, which were predefined as part of an open Twitter-based COVID-19 dataset. We then applied a second filter using contract tracing app-related keywords and a geographical filter. We developed and utilized a hybrid, rule-based ensemble model, combining state-of-the-art lexicon rule-based and deep learning-based approaches. Results: Overall, we observed 76% positive and 12% negative sentiments, with the majority of negative sentiments reported in the North of England. These sentiments varied over time, likely influenced by ongoing public debates around implementing app-based contact tracing by using a centralized model where data would be shared with the health service, compared with decentralized contact-tracing technology. Conclusions: Variations in sentiments corroborate with ongoing debates surrounding the information governance of health-related information. AI-enabled social media analysis of public attitudes in health care can help facilitate the implementation of effective public health campaigns. © Kathrin Cresswell, Ahsen Tahir, Zakariya Sheikh, Zain Hussain, Andrés Domínguez Hernández, Ewen Harrison, Robin Williams, Aziz Sheikh, Amir Hussain. Originally published in the Journal of Medical Internet Research (https://www.jmir.org), 17.05.2021. This is an open-access article distributed under the terms of the Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work, first published in the Journal of Medical Internet Research, is properly cited. The complete bibliographic information, a link to the original publication on https://www.jmir.org/, as well as this copyright and license information must be included.",AI; App; Artificial intelligence; Attitude; Contact tracing; COVID-19; Exploratory; Facebook; Infodemiology; Infoveillance; Perception; Sentiment; Sentiment analysis; Social media; Suitability; Twitter; United Kingdom
"The recent outbreak of COVID-19 has infected millions of people around the world, which is leading to the global emergency. In the event of the virus outbreak, it is crucial to get the carriers of the virus timely and precisely, then the animal origins can be isolated for further infection. Traditional identifications rely on fields and laboratory researches that lag the responses to emerging epidemic prevention. With the development of machine learning, the efficiency of predicting the viral hosts has been demonstrated by recent researchers. However, the problems of the limited annotated virus data and imbalanced hosts information restrict these approaches to obtain a better result. To assure the high reliability of predicting the animal origins on COVID-19, we extend transfer learning and ensemble learning to present a hybrid transfer learning model. When predicting the hosts of newly discovered virus, our model provides a novel solution to utilize the related virus domain as auxiliary to help building a robust model for target virus domain. The simulation results on several UCI benchmarks and viral genome datasets demonstrate that our model outperforms the general classical methods under the condition of limited target training sets and class-imbalance problems. By setting the coronavirus as target domain and other related virus as source domain, the feasibility of our approach is evaluated. Finally, we show the animal reservoirs prediction of the COVID-19 for further analysing. © 2021 Elsevier Inc.",COVID-19; Ensemble learning; Hosts prediction; Machine learning; Transfer learning; Virus origins
"The extensively utilized tool to detect novel coronavirus (COVID-19) is a real-time polymerase chain reaction (RT-PCR). However, RT-PCR kits are costly and consume critical time, around 6 to 9 hours to classify the subjects as COVID-19(+) or COVID-19(-). Due to the less sensitivity of RT-PCR, it suffers from high false-negative results. To overcome these issues, many deep learning models have been implemented in the literature for the early-stage classification of suspected subjects. To handle the sensitivity issue associated with RT-PCR, chest CT scans are utilized to classify the suspected subjects as COVID-19 (+), tuberculosis, pneumonia, or healthy subjects. The extensive study on chest CT scans of COVID-19 (+) subjects reveals that there are some bilateral changes and unique patterns. But the manual analysis from chest CT scans is a tedious task. Therefore, an automated COVID-19 screening model is implemented by ensembling the deep transfer learning models such as Densely connected convolutional networks (DCCNs), ResNet152V2, and VGG16. Experimental results reveal that the proposed ensemble model outperforms the competitive models in terms of accuracy, f-measure, area under curve, sensitivity, and specificity. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC part of Springer Nature.",Chest CT; COVID-19; Deep learning; Transfer learning
"Background: Chest X-ray radiography (CXR) has been widely considered as an accessible, feasible, and convenient method to evaluate suspected patients’ lung involvement during the COVID-19 pandemic. However, with the escalating number of suspected cases, traditional diagnosis via CXR fails to deliver results within a short period of time. Therefore, it is crucial to employ artificial intelligence (AI) to enhance CXRs for obtaining quick and accurate diagnoses. Previous studies have reported the feasibility of utilizing deep learning methods to screen for COVID-19 using CXR and CT results. However, these models only use a single deep learning network for chest radiograph detection; the accuracy of this approach required further improvement. Methods: In this study, we propose a three-step hybrid ensemble model, including a feature extractor, a feature selector, and a classifier. First, a pre-trained AlexNet with an improved structure extracts the original image features. Then, the ReliefF algorithm is adopted to sort the extracted features, and a trial-and-error approach is used to select the n most important features to reduce the feature dimension. Finally, an SVM classifier provides classification results based on the n selected features. Results: Compared to five existing models (InceptionV3: 97.916 ± 0.408%; SqueezeNet: 97.189 ± 0.526%; VGG19: 96.520 ± 1.220%; ResNet50: 97.476 ± 0.513%; ResNet101: 98.241 ± 0.209%), the proposed model demonstrated the best performance in terms of overall accuracy rate (98.642 ± 0.398%). Additionally, compared to the existing models, the proposed model demonstrates a considerable improvement in classification time efficiency (SqueezeNet: 6.602 ± 0.001s; InceptionV3: 12.376 ± 0.002s; ResNet50: 10.952 ± 0.001s; ResNet101: 18.040 ± 0.002s; VGG19: 16.632 ± 0.002s; proposed model: 5.917 ± 0.001s). Conclusion: The model proposed in this article is practical and effective, and can provide high-precision COVID-19 CXR detection. We demonstrated its suitability to aid medical professionals in distinguishing normal CXRs, viral pneumonia CXRs and COVID-19 CXRs efficiently on small sample sizes. © 2021",COVID-19; Dimension reduction; Transfer learning; X-ray imaging
"COVID-19 has caused severe health complications and produced a substantial adverse economic impact around the world. Forecasting the trend of COVID-19 infections could help in executing policies to effectively reduce the number of new cases. In this study,we apply the decomposition and ensemble model to forecast COVID-19 confirmed cases, deaths, and recoveries in Pakistan for the upcoming month until the end of July. For the decomposition of data, the Ensemble Empirical Mode Decomposition (EEMD) technique is applied. EEMD decomposes the data into small components, called Intrinsic Mode Functions (IMFs). For individual IMFs modelling, we use the Autoregressive IntegratedMoving Average (ARIMA) model. The data used in this study is obtained from the official website of Pakistan that is publicly available and designated for COVID-19 outbreak with daily updates. Our analyses reveal that the number of recoveries, new cases, and deaths are increasing in Pakistan exponentially. Based on the selected EEMD-ARIMA model, the new confirmed cases are expected to rise from 213,470 to 311,454 by 31 July 2020, which is an increase of almost 1.46 times with a 95% prediction interval of 246,529 to 376,379. The 95% prediction interval for recovery is 162,414 to 224,579, with an increase of almost two times in total from 100802 to 193495 by 31 July 2020. On the other hand, the deaths are expected to increase from 4395 to 6751, which is almost 1.54 times, with a 95% prediction interval of 5617 to 7885. Thus, the COVID-19 forecasting results of Pakistan are alarming for the next month until 31 July 2020. They also confirm that the EEMD-ARIMA model is useful for the short-termforecasting of COVID-19, and that it is capable of keeping track of the real COVID-19 data in nearly all scenarios. The decomposition and ensemble strategy can be useful to help decision-makers in developing short-term strategies about the current number of disease occurrences until an appropriate vaccine is developed. © 2021 Tech Science Press. All rights reserved.",Analysis; ARIMA; COVID-19; decomposition and ensemble model; forecasting
"OBJECTIVE: Risk prediction models are widely used to inform evidence-based clinical decision making. However, few models developed from single cohorts can perform consistently well at population level where diverse prognoses exist (such as the SARS-CoV-2 [severe acute respiratory syndrome coronavirus 2] pandemic). This study aims at tackling this challenge by synergizing prediction models from the literature using ensemble learning. MATERIALS AND METHODS: In this study, we selected and reimplemented 7 prediction models for COVID-19 (coronavirus disease 2019) that were derived from diverse cohorts and used different implementation techniques. A novel ensemble learning framework was proposed to synergize them for realizing personalized predictions for individual patients. Four diverse international cohorts (2 from the United Kingdom and 2 from China; N?=?5394) were used to validate all 8 models on discrimination, calibration, and clinical usefulness. RESULTS: Results showed that individual prediction models could perform well on some cohorts while poorly on others. Conversely, the ensemble model achieved the best performances consistently on all metrics quantifying discrimination, calibration, and clinical usefulness. Performance disparities were observed in cohorts from the 2 countries: all models achieved better performances on the China cohorts. DISCUSSION: When individual models were learned from complementary cohorts, the synergized model had the potential to achieve better performances than any individual model. Results indicate that blood parameters and physiological measurements might have better predictive powers when collected early, which remains to be confirmed by further studies. CONCLUSIONS: Combining a diverse set of individual prediction models, the ensemble method can synergize a robust and well-performing model by choosing the most competent ones for individual patients. © The Author(s) 2020. Published by Oxford University Press on behalf of the American Medical Informatics Association.",COVID-19; decision support; ensemble learning; model synergy; risk prediction
